insiderthreat,vector,date,user,source,action
1,2,1281571200,948,988,35
0,2,1265029260,267,69,31
1,0,1289433600,917,514,1032
0,0,1262858040,63,249,754
0,0,1262792220,37,778,408
1,0,1288656000,1,948,826
1,0,1288224000,921,966,749
0,0,1262865660,835,597,193
0,0,1262868840,865,741,524
1,0,1281052800,959,730,826
1,0,1281398400,934,731,1403
0,0,1262869980,130,685,595
1,0,1283817600,960,998,409
0,0,1262868480,29,598,1316
1,2,1287964800,940,915,1421
1,0,1278633600,957,428,760
0,2,1263824280,576,168,35
0,0,1262865360,40,858,180
1,0,1278374400,946,801,693
1,0,1285286400,958,959,650
1,0,1277769600,9,875,826
1,2,1296604800,923,965,35
0,2,1263308220,815,34,35
1,1,1278892800,951,951,87
0,2,1262707500,598,642,35
0,2,1264007340,23,155,35
1,0,1283385600,7,979,760
0,2,1264426020,785,621,31
0,2,1265048100,401,832,31
1,0,1279152000,949,975,692
1,0,1282176000,934,731,826
0,0,1262872860,82,489,595
0,0,1262612400,28,718,524
1,2,1301443200,10,993,98
1,0,1288828800,1,948,674
1,0,1298419200,11,669,1403
1,0,1281484800,945,937,760
1,1,1296000000,935,868,44
0,2,1263470040,99,518,31
0,2,1264150260,442,38,31
1,1,1291680000,933,418,24
0,2,1263457620,701,6,31
1,2,1284336000,936,995,1421
0,0,1262868540,85,322,595
1,2,1280361600,944,952,31
1,2,1300752000,11,669,31
1,2,1290384000,955,388,31
1,2,1283990400,4,128,31
1,0,1281657600,954,132,760
0,0,1262691000,496,840,814
0,2,1263560460,309,399,31
1,2,1285200000,930,958,110
1,2,1297987200,935,868,31
0,2,1264595940,864,670,31
1,0,1292803200,937,950,760
1,0,1283472000,7,979,760
1,0,1278374400,949,975,627
1,3,1286496000,947,246,81
1,2,1285200000,7,979,1421
1,2,1291852800,920,884,1421
1,0,1280102400,0,453,826
0,2,1262694120,673,379,31
1,2,1293580800,14,949,31
0,0,1262626140,104,210,595
1,2,1281398400,932,981,31
1,0,1297814400,912,989,693
0,2,1264161660,804,647,31
1,0,1282608000,915,825,693
0,2,1263305100,219,528,35
1,2,1284508800,7,979,1421
0,0,1262691420,176,918,658
1,1,1288828800,920,884,26
1,1,1279152000,0,453,65
1,2,1284508800,956,978,123
1,2,1302566400,942,957,1421
1,2,1284336000,8,273,101
0,2,1262696340,254,891,31
1,0,1289952000,1,948,336
1,0,1301011200,918,996,826
1,0,1288742400,921,966,1403
1,2,1290988800,950,920,119
1,2,1285200000,960,998,31
1,2,1285804800,7,979,100
1,2,1284508800,911,808,31
1,2,1297036800,5,977,35
0,0,1262626380,44,76,266
1,0,1283126400,7,979,760
1,2,1300233600,914,973,31
1,0,1288656000,1,948,749
1,0,1295827200,5,977,1140
1,0,1277683200,9,875,760
0,0,1262871060,850,252,944
1,0,1280361600,8,273,1140
0,0,1262797320,65,341,524
1,2,1284076800,938,955,31
1,1,1300665600,942,957,83
1,0,1280275200,961,990,760
1,0,1280188800,13,248,693
0,2,1263915720,440,126,31
1,2,1282089600,956,978,1421
0,2,1265120400,338,483,35
0,0,1262640780,153,692,279
0,2,1264151100,874,594,31
0,0,1262848200,29,598,524
0,2,1265254920,682,19,31
0,2,1262966580,370,414,35
1,2,1289865600,955,388,35
1,0,1295568000,925,354,826
0,2,1262950200,854,426,31
1,0,1278979200,946,801,1403
0,2,1263311040,761,791,35
1,0,1281052800,959,730,760
1,0,1288656000,916,81,760
1,0,1290470400,933,418,1032
1,2,1289865600,950,920,1421
0,0,1262871420,141,785,595
1,0,1282780800,7,979,760
1,2,1291593600,1,948,35
1,0,1291161600,933,418,826
0,2,1263471720,99,518,35
1,2,1285632000,934,731,113
0,0,1262871960,61,753,1235
1,0,1297987200,10,993,747
0,2,1262883240,219,528,35
0,0,1262866140,48,862,1402
0,0,1262864340,52,798,1402
1,0,1288742400,910,960,826
0,2,1262601900,615,883,31
1,0,1296086400,925,354,760
1,2,1280880000,961,990,126
1,2,1282780800,948,988,35
1,0,1291075200,916,81,760
1,0,1288137600,924,954,693
1,0,1280966400,956,978,749
0,0,1262866500,640,805,1378
1,2,1281571200,0,453,35
1,0,1279756800,954,132,760
0,0,1262869860,19,623,524
1,1,1295395200,925,354,130
1,0,1280361600,943,294,1032
1,0,1288656000,924,954,693
1,2,1289865600,924,954,31
1,0,1288915200,955,388,409
0,2,1263305700,373,668,35
1,0,1281398400,934,731,760
0,2,1262690820,703,487,35
1,0,1280707200,959,730,760
0,0,1262866500,94,23,1402
1,0,1282521600,934,731,760
1,2,1284508800,911,808,31
0,2,1263488460,467,201,31
1,0,1280188800,946,801,203
1,0,1288828800,3,983,693
0,0,1262870280,447,567,1305
0,0,1262868600,612,811,838
1,0,1278633600,957,428,760
1,1,1279584000,954,132,76
0,0,1262872860,476,678,1135
0,0,1262872500,376,747,595
1,2,1283990400,959,730,1421
1,1,1292284800,928,970,69
1,0,1279584000,922,36,692
0,2,1263401340,391,475,31
0,2,1262769300,383,263,31
0,2,1265088660,221,630,35
1,2,1286064000,930,958,1421
1,0,1290038400,1,948,627
0,2,1262595540,434,217,31
0,0,1262687040,24,349,1415
0,2,1265213100,60,344,35
1,2,1283817600,938,955,35
1,2,1285200000,960,998,35
0,0,1262868480,29,598,524
0,0,1262862240,19,623,595
0,0,1262630640,70,583,342
1,2,1292803200,916,81,1421
0,0,1262868480,20,913,524
0,2,1262676780,201,41,31
1,0,1280275200,961,990,760
1,0,1283126400,934,731,826
0,2,1263283320,771,238,31
1,0,1299024000,942,957,760
1,2,1301011200,914,973,35
0,0,1262867460,111,922,653
0,0,1262870880,129,650,595
0,2,1264084140,30,826,35
0,2,1265203500,48,862,31
1,0,1288742400,917,514,1403
0,2,1263313800,832,386,35
0,2,1263985920,677,337,31
0,2,1264509960,659,877,35
0,2,1262697960,880,863,31
0,2,1263202620,514,845,31
1,2,1294099200,14,949,35
0,2,1263583860,170,241,35
1,0,1284508800,930,958,826
1,0,1294963200,923,965,336
0,2,1263314160,30,826,35
0,0,1262702760,337,761,1304
0,0,1262869860,66,387,524
0,2,1262973540,471,171,35
1,2,1284336000,8,273,1421
1,2,1288310400,958,959,31
0,2,1265016780,144,364,31
1,2,1291939200,1,948,31
0,2,1262949120,401,832,31
1,0,1287705600,921,966,749
1,0,1283817600,960,998,409
1,0,1281916800,8,273,826
1,0,1284595200,930,958,693
1,0,1277683200,944,952,749
0,2,1263566460,41,181,35
0,2,1264765860,349,462,31
1,2,1282694400,938,955,31
1,2,1302739200,11,669,31
1,0,1282003200,956,978,826
0,0,1262866380,195,908,665
1,0,1289952000,916,81,749
0,0,1262867820,334,403,180
1,2,1280966400,0,453,35
0,0,1262867400,61,753,1402
0,2,1263474720,666,855,35
1,2,1286928000,958,959,31
1,0,1278633600,961,990,826
1,0,1282694400,945,937,749
0,0,1262871960,78,88,595
1,0,1290124800,920,884,1140
1,1,1277856000,944,952,96
1,2,1283990400,945,937,31
1,2,1287446400,926,29,35
1,0,1279584000,956,978,693
1,0,1282089600,8,273,760
1,1,1290038400,1,948,143
1,2,1285545600,913,775,1421
1,0,1278460800,0,453,650
1,0,1301356800,918,996,760
1,0,1280102400,948,988,1403
1,0,1282176000,936,995,760
1,0,1297728000,941,888,285
1,0,1281312000,948,988,692
0,0,1262857500,52,798,1402
0,0,1262872860,563,553,1013
1,0,1290124800,14,949,1140
0,0,1262865900,188,547,688
1,0,1284681600,958,959,285
1,0,1278979200,946,801,880
1,2,1290038400,2,555,35
1,0,1282176000,936,995,760
0,0,1262867100,33,696,610
1,2,1282521600,938,955,31
1,0,1280102400,956,978,760
0,0,1262871540,187,375,1337
1,0,1282521600,960,998,285
0,0,1262872860,71,184,524
1,0,1296086400,912,989,650
1,0,1297814400,941,888,760
1,0,1291852800,937,950,749
0,0,1262867040,71,184,746
1,2,1281398400,961,990,1421
0,0,1262772180,30,826,524
0,2,1265128260,479,612,35
1,0,1278979200,961,990,760
0,2,1262949900,309,399,35
1,2,1292976000,14,949,35
1,2,1281398400,961,990,1421
1,2,1285545600,4,128,35
0,2,1265029320,57,15,31
1,0,1279497600,956,978,1140
1,2,1286236800,7,979,1421
0,2,1262631660,541,534,31
1,0,1287619200,924,954,749
0,2,1262702520,59,886,35
0,2,1265123880,268,536,31
1,1,1291766400,933,418,24
0,0,1262774700,26,497,524
1,2,1284508800,945,937,35
1,0,1283817600,958,959,203
0,0,1262871300,184,66,1243
0,0,1262865900,124,575,1373
1,0,1298851200,941,888,692
1,0,1289779200,910,960,627
1,0,1294358400,5,977,409
0,0,1262792040,110,703,1327
0,2,1263477420,279,605,35
0,2,1264001340,121,708,31
1,2,1281312000,0,453,31
1,0,1292889600,937,950,336
0,0,1262686560,23,155,524
0,0,1262606820,49,529,595
1,0,1291248000,12,194,693
0,2,1263546360,343,929,31
1,2,1284076800,959,730,125
0,2,1263393780,262,334,31
0,0,1262854980,115,800,595
1,0,1289520000,14,949,409
0,2,1262769540,659,877,31
0,2,1263598320,495,777,31
1,2,1283817600,943,294,1421
1,0,1281398400,8,273,749
1,0,1280966400,4,128,334
1,0,1289779200,14,949,285
0,0,1262871420,20,913,524
1,2,1289779200,2,555,31
0,2,1263308640,598,642,35
0,0,1262696700,450,307,413
1,0,1283126400,913,775,693
0,2,1263386220,373,668,35
1,0,1293494400,12,194,749
0,2,1262702220,607,340,31
0,2,1264767360,211,784,35
1,1,1286928000,924,954,52
1,0,1290988800,928,970,203
1,0,1286755200,940,915,1403
0,0,1262855340,26,497,524
1,0,1289606400,1,948,1403
1,0,1288569600,910,960,826
1,2,1281916800,938,955,35
1,0,1293667200,925,354,1140
1,0,1278892800,946,801,650
1,2,1297900800,925,354,109
0,2,1264609620,434,217,31
0,2,1263576000,184,66,35
0,2,1263886860,224,371,31
1,0,1285286400,919,133,674
0,0,1262872860,16,434,524
1,2,1300233600,914,973,31
1,0,1294012800,925,354,760
1,0,1281312000,943,294,826
0,2,1262618880,59,886,31
0,2,1265118600,93,219,31
0,0,1262869620,245,757,931
0,0,1262871000,765,889,1203
0,0,1262868000,533,223,1057
1,0,1279065600,951,951,749
1,2,1284595200,945,937,31
1,2,1283126400,954,132,122
1,0,1289433600,950,920,749
1,0,1279756800,946,801,285
1,2,1299715200,10,993,1421
1,0,1281312000,959,730,826
1,0,1277856000,957,428,1403
1,2,1286841600,926,29,35
0,2,1263208500,372,432,31
0,2,1264411200,385,880,31
0,0,1262867640,26,497,524
1,0,1299110400,11,669,336
1,2,1294272000,928,970,35
1,0,1298246400,914,973,692
0,2,1263924240,508,321,35
1,0,1279843200,936,995,693
1,2,1298332800,912,989,31
1,0,1281312000,4,128,750
0,2,1264692960,479,612,31
1,0,1282521600,4,128,823
0,0,1262798580,157,351,814
1,0,1282089600,959,730,693
1,1,1288310400,950,920,71
1,0,1281312000,934,731,749
1,0,1289520000,920,884,760
1,2,1280880000,957,428,1421
1,0,1279065600,961,990,826
1,0,1289865600,920,884,826
1,0,1283212800,7,979,1140
1,0,1301961600,953,976,760
1,1,1283126400,7,979,61
1,0,1300924800,953,976,760
0,0,1262628660,682,19,802
1,2,1281657600,9,875,1421
1,2,1280880000,961,990,1421
1,2,1300233600,914,973,31
1,2,1284595200,945,937,35
0,2,1263987600,55,748,35
1,0,1294012800,925,354,693
1,2,1296172800,923,965,31
0,2,1263370680,338,483,31
0,2,1263479280,693,89,35
1,0,1288137600,3,983,760
1,0,1279065600,922,36,336
0,0,1262866140,76,502,595
0,0,1262686260,32,259,180
0,2,1263568500,569,424,35
1,0,1293667200,952,634,760
1,0,1300924800,918,996,760
1,0,1299456000,918,996,749
1,0,1279756800,951,951,749
1,1,1279584000,938,955,42
1,2,1302220800,918,996,106
1,2,1297123200,935,868,31
1,0,1301011200,953,976,749
1,0,1293667200,5,977,749
1,0,1281916800,960,998,826
1,0,1278892800,946,801,1140
1,0,1277769600,0,453,627
0,2,1265131140,121,708,35
0,2,1265031900,57,15,35
1,2,1298246400,927,732,1421
0,2,1265031900,514,845,31
0,0,1262871300,362,473,818
0,2,1263220620,415,204,31
0,2,1262945940,479,612,31
1,2,1302566400,942,957,1421
1,0,1280880000,922,36,692
1,1,1283212800,934,731,48
1,0,1282003200,911,808,760
0,0,1262870880,112,470,595
1,0,1278633600,957,428,749
0,0,1262769060,150,362,1402
0,0,1262867820,566,677,255
0,2,1264002420,711,931,31
0,0,1262871000,82,489,595
1,2,1284076800,4,128,31
1,2,1283817600,4,128,35
0,2,1263292560,775,464,35
0,0,1262871780,79,120,595
1,1,1284508800,926,29,91
1,0,1277856000,9,875,760
1,0,1279497600,957,428,760
0,0,1262871660,351,495,649
1,2,1282867200,961,990,1421
1,2,1283990400,945,937,31
0,0,1262776380,53,932,1402
1,0,1281484800,948,988,1403
1,1,1279238400,949,975,17
1,0,1298592000,941,888,880
0,2,1265105400,332,292,31
1,0,1294876800,927,732,824
1,0,1295049600,927,732,761
1,2,1292457600,1,948,35
1,2,1291161600,950,920,119
1,1,1283212800,915,825,18
1,0,1278892800,922,36,693
1,0,1283126400,934,731,760
0,0,1262847780,297,573,1402
1,0,1279152000,938,955,674
1,0,1287446400,921,966,693
1,0,1287964800,950,920,749
0,2,1262885460,429,713,35
0,2,1263827160,401,832,31
0,0,1262691900,80,904,595
1,1,1292284800,928,970,69
1,0,1297641600,10,993,824
1,0,1280102400,946,801,674
1,0,1289520000,916,81,693
0,0,1262698980,111,922,653
1,1,1292198400,12,194,50
1,0,1277251200,944,952,409
1,0,1279584000,9,875,693
0,0,1262628720,36,39,408
0,0,1262870700,144,364,553
1,2,1299456000,912,989,35
1,0,1289174400,955,388,203
0,0,1262869440,72,769,305
1,2,1289865600,2,555,31
0,2,1264765980,711,931,35
0,0,1262865600,502,400,517
0,0,1262867700,381,177,676
1,0,1288742400,1,948,336
1,0,1277856000,932,981,760
1,0,1280361600,922,36,336
1,1,1289779200,2,555,63
1,2,1290384000,3,983,1421
1,2,1280793600,944,952,35
1,0,1281657600,8,273,693
1,2,1286409600,913,775,103
1,0,1283817600,930,958,760
1,2,1283990400,948,988,31
0,0,1262864040,36,39,1277
1,2,1283472000,4,128,35
1,0,1300838400,942,957,749
1,2,1280880000,946,801,35
1,0,1281312000,934,731,826
1,0,1288310400,2,555,760
0,0,1262711220,177,850,170
1,2,1283385600,911,808,35
1,2,1290124800,924,954,31
0,0,1262866560,18,59,524
1,0,1299110400,6,969,693
0,2,1262630340,56,216,31
1,2,1291248000,3,983,1421
1,2,1283126400,943,294,1421
0,0,1262685000,76,502,595
0,0,1262686800,654,166,711
1,0,1295395200,935,868,1403
0,0,1262872200,309,399,840
1,2,1294617600,937,950,115
0,0,1262867700,77,754,595
0,0,1262694600,92,115,1298
1,0,1289865600,920,884,760
0,0,1262852760,641,82,595
1,0,1288742400,1,948,650
1,2,1281398400,0,453,35
1,2,1297036800,925,354,1421
0,2,1263913860,281,474,31
1,0,1282521600,943,294,749
0,2,1262856000,711,931,35
1,0,1288828800,950,920,336
1,2,1298851200,935,868,35
1,0,1280275200,959,730,826
1,2,1302134400,942,957,117
1,0,1280188800,936,995,749
0,0,1262869740,898,441,596
0,0,1262870520,20,913,1416
1,0,1295568000,912,989,627
0,2,1263487080,479,612,35
1,2,1292198400,14,949,31
0,2,1263303300,144,364,31
0,0,1262872680,179,639,595
1,2,1292198400,14,949,31
1,0,1289174400,920,884,749
1,1,1282694400,8,273,80
0,2,1263396000,615,883,35
1,0,1284076800,958,959,1140
1,2,1296518400,5,977,31
1,2,1290124800,950,920,1421
1,2,1283299200,956,978,1421
1,0,1287705600,924,954,1140
0,2,1263923820,587,571,31
0,0,1262776800,238,617,863
0,2,1262687160,664,796,31
1,2,1285804800,913,775,1421
0,2,1264775220,832,386,35
1,2,1300320000,912,989,31
0,0,1262869380,358,812,871
1,2,1282262400,0,453,35
1,1,1292803200,12,194,50
1,2,1300752000,941,888,31
0,2,1264076820,42,665,35
1,2,1291161600,921,966,1421
1,0,1283472000,934,731,826
0,0,1262871060,381,177,909
1,0,1281484800,943,294,693
0,0,1262872440,167,77,384
0,2,1262614740,750,810,35
0,0,1262855340,40,858,595
1,0,1283990400,913,775,760
0,0,1262869080,342,689,1352
1,2,1303862400,953,976,121
0,2,1263299220,80,904,31
1,0,1300752000,953,976,693
1,0,1280966400,959,730,760
1,2,1296518400,5,977,31
1,2,1300752000,11,669,31
1,2,1282262400,0,453,35
0,2,1264430580,373,668,31
0,2,1264522680,527,180,35
0,0,1262866920,79,120,447
1,0,1299110400,10,993,694
0,2,1263521940,901,546,31
0,2,1263915300,56,216,31
0,2,1263895560,793,303,31
1,0,1290124800,920,884,760
1,1,1279238400,957,428,78
1,0,1281484800,13,248,880
0,0,1262868540,293,488,524
0,2,1262915220,788,478,31
1,0,1289260800,920,884,693
0,2,1263823980,706,383,31
1,2,1292198400,1,948,31
1,0,1282089600,959,730,880
0,0,1262856360,130,685,595
1,1,1294790400,925,354,130
0,0,1262870100,405,861,1311
1,0,1294272000,931,956,826
0,0,1262872140,70,583,524
1,0,1281657600,943,294,760
1,0,1276473600,944,952,1032
1,0,1279497600,922,36,1032
1,0,1291075200,12,194,749
0,2,1264176120,267,69,31
1,2,1284336000,960,998,35
0,2,1263462000,711,931,31
1,0,1296604800,927,732,1139
1,2,1300060800,914,973,35
0,2,1264080480,385,880,31
0,2,1264178880,462,442,35
0,2,1263310680,666,855,35
1,0,1284422400,958,959,693
1,2,1283299200,945,937,35
1,0,1294876800,927,732,1139
1,2,1300147200,6,969,35
0,0,1262865360,183,902,595
1,0,1280880000,946,801,826
1,0,1283731200,930,958,760
1,0,1295308800,923,965,336
1,0,1296000000,935,868,880
0,0,1262706840,342,689,1388
0,2,1264606980,309,399,35
1,0,1284508800,958,959,1032
1,2,1283472000,13,248,31
1,1,1281398400,954,132,76
1,0,1293494400,952,634,203
0,0,1262857020,56,216,746
1,1,1300752000,918,996,95
1,0,1280793600,948,988,760
0,0,1262872860,197,559,1146
0,2,1262955120,429,713,35
1,2,1281398400,957,428,124
1,0,1282262400,913,775,760
0,2,1265117820,434,217,31
1,0,1288656000,1,948,693
0,2,1263397020,339,869,35
1,0,1291334400,928,970,1032
0,2,1264693200,57,15,31
1,0,1280793600,948,988,749
1,2,1300060800,914,973,35
1,2,1285891200,915,825,31
1,0,1298592000,10,993,761
1,2,1280966400,0,453,31
0,0,1262689260,34,566,180
1,0,1284076800,919,133,692
1,0,1280793600,943,294,826
1,1,1283904000,943,294,77
1,0,1287964800,2,555,760
1,0,1297728000,941,888,627
1,0,1294358400,923,965,693
0,2,1263359520,407,737,35
0,0,1262868480,86,421,1313
1,0,1299024000,942,957,760
1,0,1289520000,3,983,1140
0,0,1262872440,117,903,595
1,0,1288656000,924,954,1032
0,0,1262870520,114,78,180
0,0,1262699160,900,759,1256
1,0,1279238400,938,955,1403
0,0,1262856660,246,369,975
1,0,1279670400,938,955,674
0,2,1264496760,874,594,31
1,2,1297900800,925,354,1421
0,0,1262872980,47,106,998
0,0,1262792100,17,357,524
1,0,1292371200,937,950,336
1,0,1296604800,10,993,761
0,2,1262865900,473,261,31
0,2,1264582800,607,340,31
0,0,1262872980,315,280,436
1,2,1297382400,935,868,35
0,0,1262871660,120,633,524
0,0,1262623200,51,37,590
0,2,1262701980,587,571,31
1,0,1290211200,1,948,880
1,2,1285804800,947,246,35
0,0,1262800800,209,835,595
1,2,1285027200,943,294,118
0,0,1262868000,107,569,595
1,2,1289865600,955,388,31
1,0,1284595200,930,958,826
0,2,1265048160,277,196,35
0,0,1262872860,68,145,1415
0,0,1262872860,196,162,241
0,2,1264600980,788,478,31
0,2,1264437660,604,318,31
1,1,1292284800,937,950,88
0,2,1265024640,201,41,35
1,2,1283212800,911,808,31
1,0,1279756800,957,428,760
1,0,1281052800,911,808,1140
1,2,1281312000,946,801,35
1,0,1290124800,933,418,749
0,0,1262869500,847,466,631
0,0,1262799720,171,702,864
1,2,1294185600,928,970,31
1,2,1281916800,961,990,1421
1,2,1286409600,926,29,31
1,2,1296518400,925,354,109
1,0,1281398400,911,808,674
1,0,1293667200,5,977,674
1,0,1289174400,920,884,826
1,0,1288051200,921,966,760
1,2,1291680000,916,81,104
1,0,1297900800,10,993,747
0,0,1262861340,44,76,202
0,0,1262687700,762,124,1067
1,0,1287964800,2,555,1032
1,0,1289952000,1,948,1403
1,0,1297209600,912,989,203
0,2,1263552420,30,826,35
1,2,1283472000,8,273,1421
0,2,1264691820,442,38,35
1,0,1299024000,914,973,1032
0,0,1262870160,97,81,595
0,0,1262872320,130,685,595
1,0,1289347200,950,920,760
1,0,1279584000,938,955,203
1,2,1299628800,912,989,31
1,2,1303084800,953,976,1421
1,0,1291766400,14,949,880
0,2,1264412400,184,66,31
0,0,1262797380,142,401,595
1,0,1277856000,949,975,1032
1,0,1277683200,957,428,826
0,0,1262790960,18,59,524
1,2,1282780800,943,294,118
0,2,1264785300,170,241,35
0,2,1265040000,309,399,31
0,0,1262858160,23,155,524
0,0,1262861160,249,549,1419
0,0,1262857380,181,152,339
1,0,1280361600,959,730,749
1,2,1281484800,957,428,124
1,2,1282867200,948,988,35
1,2,1279670400,932,981,31
0,2,1262790480,604,318,35
1,0,1282435200,930,958,826
1,0,1292198400,928,970,409
1,0,1279756800,938,955,627
1,0,1283385600,7,979,826
1,2,1281225600,957,428,1421
0,2,1264606200,44,76,31
1,0,1292457600,933,418,336
0,2,1263361260,211,784,31
0,2,1262881740,343,929,31
0,2,1263827340,373,668,31
1,0,1298505600,10,993,694
1,2,1290384000,955,388,31
0,2,1265199180,733,723,31
1,2,1285200000,934,731,1421
1,0,1293494400,923,965,749
0,0,1262777040,585,867,595
0,2,1263992340,733,723,35
1,0,1283990400,919,133,760
0,2,1263810060,254,891,31
0,2,1263333120,615,883,35
0,0,1262872800,148,500,489
1,2,1294272000,937,950,1421
1,0,1292371200,928,970,760
0,2,1262708100,277,196,35
1,0,1296777600,912,989,693
1,2,1289865600,955,388,35
0,2,1264421760,771,238,31
1,2,1290384000,921,966,108
0,0,1262866140,84,176,625
1,0,1287705600,950,920,826
1,0,1286150400,940,915,760
1,2,1302220800,918,996,1421
0,2,1265209260,383,263,35
1,1,1294963200,927,732,14
0,2,1262796000,277,196,31
0,2,1264421760,664,796,31
1,0,1283385600,913,775,1140
1,0,1300924800,942,957,880
0,0,1262591940,159,141,588
1,0,1282262400,945,937,760
0,0,1262863200,193,207,342
1,2,1284940800,915,825,35
1,2,1284422400,934,731,113
1,0,1300320000,11,669,203
1,0,1282694400,960,998,650
1,0,1282089600,934,731,760
1,0,1279584000,961,990,826
1,0,1288224000,3,983,826
0,2,1264066500,191,873,31
1,0,1288569600,955,388,692
1,0,1279670400,946,801,692
1,2,1280102400,932,981,35
0,0,1262684880,103,57,595
0,2,1262875560,371,660,35
0,0,1262871240,42,665,378
1,0,1295222400,925,354,880
0,2,1264706040,56,216,31
1,0,1299196800,6,969,674
1,0,1289865600,910,960,650
1,1,1288915200,921,966,64
0,0,1262864580,43,425,595
1,1,1298332800,914,973,12
1,0,1277856000,957,428,826
0,2,1264066740,493,410,31
1,0,1277337600,949,975,409
0,2,1263838380,547,627,35
0,0,1262870280,163,3,1410
1,1,1302825600,942,957,92
1,0,1278547200,946,801,749
0,2,1262610420,450,307,35
1,2,1282262400,954,132,1421
0,2,1264419180,892,656,31
0,2,1262775360,854,426,35
1,2,1297296000,925,354,1421
1,0,1283817600,7,979,760
0,2,1264585260,415,204,35
0,0,1262858040,220,350,217
1,2,1282694400,959,730,1421
1,0,1276819200,944,952,1140
0,2,1264582080,181,152,31
0,2,1264422300,224,371,31
1,0,1277078400,932,981,693
0,2,1264777500,634,147,35
0,0,1262865900,21,291,524
1,2,1287014400,915,825,35
0,2,1264699320,268,536,31
1,0,1280275200,922,36,1140
1,2,1296518400,5,977,35
1,2,1289865600,955,388,31
1,0,1288569600,1,948,692
0,0,1262858160,115,800,595
0,2,1265046960,383,263,35
0,0,1262872320,76,502,1415
1,0,1278547200,922,36,285
1,0,1285545600,958,959,674
1,0,1296777600,927,732,824
1,2,1283990400,938,961,31
0,0,1262867460,137,8,595
1,0,1280966400,959,730,760
0,0,1262798760,44,76,202
0,2,1263904680,41,181,31
0,2,1264417080,775,464,31
0,2,1265219700,267,69,35
1,0,1284336000,913,775,760
1,2,1286323200,960,998,35
0,0,1262612580,261,153,1402
1,2,1282262400,954,132,122
1,0,1282521600,943,294,1140
1,0,1287100800,924,954,336
0,2,1264611660,603,408,31
1,0,1279152000,954,132,826
1,0,1283126400,911,808,1032
1,0,1296518400,935,868,627
0,0,1262778600,96,104,595
0,0,1262862540,81,299,279
1,2,1288224000,919,133,35
1,0,1289260800,910,960,203
0,0,1262870640,158,641,495
1,0,1281398400,954,132,760
1,0,1296604800,912,989,1140
1,0,1283126400,911,808,1403
1,0,1282003200,13,248,650
1,2,1286150400,926,29,35
0,2,1264700460,757,454,31
0,0,1262868480,37,778,524
1,0,1299628800,11,669,1032
0,2,1264146840,349,462,31
0,2,1264219980,240,103,35
1,1,1294790400,927,732,14
1,1,1294617600,937,950,56
0,0,1262866260,323,699,837
1,2,1283126400,943,294,118
1,0,1288828800,916,81,826
1,2,1287446400,926,29,31
1,2,1279497600,944,952,35
0,2,1262879340,781,61,35
0,0,1262872320,23,155,524
1,2,1286236800,7,979,1421
1,0,1291593600,937,950,826
0,0,1262868180,806,686,545
0,2,1264077840,262,334,35
1,0,1277424000,957,428,1403
0,0,1262863440,276,674,1187
0,0,1262791200,16,434,524
1,2,1293580800,14,949,35
0,2,1264671960,349,462,31
1,2,1280361600,957,428,1421
1,0,1298937600,941,888,880
0,0,1262871540,101,819,595
1,0,1277942400,944,952,1403
1,2,1293148800,1,948,31
1,2,1294272000,933,418,1421
1,2,1300665600,6,969,31
0,0,1262778060,434,217,1244
1,0,1280966400,911,808,749
0,0,1262625480,75,924,834
0,2,1263813480,349,462,35
1,0,1281484800,934,731,760
1,1,1281052800,954,132,76
1,2,1286409600,958,959,35
1,0,1298332800,941,888,650
1,0,1290384000,933,418,760
0,2,1264166580,515,438,35
1,2,1280793600,944,952,35
0,2,1263485640,772,591,31
0,2,1263216300,771,238,31
0,0,1262868960,112,470,595
1,0,1289779200,921,966,826
0,2,1264594380,733,723,31
1,0,1296604800,927,732,761
0,2,1262776800,391,475,31
0,2,1264083180,267,69,35
1,0,1293667200,923,965,336
1,0,1294099200,923,965,692
0,2,1264770540,829,14,35
0,0,1262855880,890,93,1402
0,2,1264645680,385,880,35
1,1,1283212800,934,731,48
1,2,1286409600,926,29,31
0,0,1262868900,55,748,588
1,0,1301270400,918,996,760
0,0,1262867940,77,754,595
1,2,1283817600,4,128,31
1,0,1294704000,952,634,826
0,0,1262855580,131,467,595
0,2,1264065060,862,382,31
0,0,1262872320,37,778,408
1,2,1302134400,914,973,31
1,0,1277856000,944,952,336
1,0,1288742400,1,948,749
1,0,1289260800,950,920,880
1,1,1290470400,933,418,24
1,2,1290556800,910,960,31
1,2,1287705600,958,959,31
1,0,1289174400,910,960,203
1,0,1296086400,912,989,1403
1,0,1280188800,8,273,749
0,0,1262863440,271,507,541
0,2,1263223260,277,196,35
1,0,1279584000,9,875,760
1,0,1288569600,920,884,826
1,2,1282608000,961,990,126
1,2,1282262400,954,132,122
1,2,1282521600,938,963,31
0,0,1262857560,167,77,1352
1,0,1287705600,924,954,1403
1,0,1289347200,950,920,760
0,0,1262776740,589,823,524
0,2,1263999300,479,612,35
1,2,1290384000,921,966,1421
1,0,1298246400,6,969,693
0,2,1263467340,693,89,31
0,2,1264603140,442,38,35
0,2,1264589760,748,393,31
1,0,1289347200,917,514,760
0,2,1263211260,414,683,35
0,2,1265018220,80,904,31
0,2,1262951640,281,474,31
0,2,1264161480,201,41,31
1,0,1287360000,924,954,1140
